,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
83,83,83,83,83,83,"No, Donald Trump's address to congress was not presidential http://www.huffingtonpost.com/entry/no-donald-trumps-address-to-congress-was-not-presidential_us_58b65f19e4b0e5fdf6197899?ncid=engmodushpmg00000004 … # via @HuffPostPol",2017-03-01 11:37:07,0,0,837023914828017664,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",0.0900346014637,0.097999132751
84,84,84,84,84,84,"Donald Trump speech to Congress demands crackdown on illegals, rebuilding of military  - http://go.shr.lc/2mqLeWD  - @washtimes",2017-03-01 11:33:14,0,0,837022938620579840,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
85,85,85,85,85,85,President Trump may have Just Won a 2nd Term in Office https://goo.gl/0OTKPl  #DonaldTrump via @ConstitutionNat,2017-03-01 11:30:07,0,0,837022154096963586,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.0900346014637,0.097999132751
86,86,86,86,86,86,The Internet Is Turning This Video of Donald Trump Practicing His Speech Into Hilarious Memes http://fb.me/8sRjGOUKw ,2017-03-01 11:24:02,0,0,837020623532535808,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",0.0900346014637,0.097999132751
87,87,87,87,87,87,"Oprah Winfrey says she could run for president, thanks to Donald Trump http://fb.me/636WxQDwb ",2017-03-01 11:23:56,0,0,837020597972570124,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.0900346014637,0.097999132751
88,88,88,88,88,88,fix yo eyebrows donald trump,2017-03-01 11:18:43,5,1,837019284903600128,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
89,89,89,89,89,89,"@DonaldTrump please help the Canadian people.  We have Jihadist Justin running our country, bringing in these awful people, ruining Canada.",2017-03-01 11:13:40,0,0,837018015971434496,"{'neg': 0.192, 'neu': 0.615, 'pos': 0.192, 'compound': 0.0}",0.0900346014637,0.097999132751
90,90,90,90,90,90,"Toddler Trump didn't pee on floor
Donald Trump's Speech to Congress Benefits From Low Expectations | Op Ed | US News https://www.usnews.com/opinion/op-ed/articles/2017-03-01/donald-trumps-speech-to-congress-benefits-from-low-expectations?src=usn_tw …",2017-03-01 11:11:00,0,0,837017343146385408,"{'neg': 0.093, 'neu': 0.793, 'pos': 0.115, 'compound': 0.128}",0.0900346014637,0.097999132751
91,91,91,91,91,91,Donald Trump's Actual Policies Contradict His Joint Session Speech - The Huffington Post https://apple.news/A26TBd2CfTXum-KyU30mo0w …,2017-03-01 11:10:19,0,0,837017172740169728,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",0.0900346014637,0.097999132751
92,92,92,92,92,92,#NailedIt #FDT #DonaldTrump #NOTMYPRESIDENT https://www.instagram.com/p/BRG0k9RB9KJ/ ,2017-03-01 11:04:51,0,0,837015797671186432,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
93,93,93,93,93,93,The bar is so low for Donald Trump that people praise him when he reads straight from an autocue http://dlvr.it/NWGL3N pic.twitter.com/KMpPw63Qhn,2017-03-01 11:04:43,0,0,837015762137042944,"{'neg': 0.109, 'neu': 0.674, 'pos': 0.218, 'compound': 0.4135}",0.0900346014637,0.097999132751
94,94,94,94,94,94,"Donald Trump, Master of Low Expectations http://viid.me/qbyUa1 pic.twitter.com/i1EQURYfaj",2017-03-01 11:01:08,0,0,837014860340703232,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}",0.0900346014637,0.097999132751
95,95,95,95,95,95,The heartless cruelty of Donald Trump’s continued promises to coal miners: http://www.slate.com/blogs/moneybox/2017/03/01/trump_made_more_impossible_economic_promises_tonight.html?wpsrc=sh_all_dt_tw_top … via @slate,2017-03-01 10:58:54,0,1,837014299310612480,"{'neg': 0.343, 'neu': 0.531, 'pos': 0.126, 'compound': -0.6705}",0.0900346014637,0.097999132751
96,96,96,96,96,96,Stephen Colbert Is Considering 'Giving Up Hope' For Lent Because Of Donald Trump #imwithimpic.twitter.com/Rn1tNvWh9D,2017-03-01 10:53:13,1,0,837012866909663232,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}",0.0900346014637,0.097999132751
97,97,97,97,97,97,Donald Trump's Actual Policies Contradict His Joint Session Speech http://ift.tt/2lXf2Ho ,2017-03-01 10:49:55,0,0,837012037150588928,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}",0.0900346014637,0.097999132751
98,98,98,98,98,98,OMG! Donald Trump would be so jealous! Look how big her hands are! https://twitter.com/lawyerrogelio/status/836994913757773828 …,2017-03-01 10:47:59,0,0,837011552603521024,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.6949}",0.0900346014637,0.097999132751
99,99,99,99,99,99,"To Donald Trump, life is a game of chess and he's 10 moves ahead of everyone else.",2017-03-01 10:46:48,0,0,837011251964198912,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
100,100,100,100,100,100,Fact-Checking Donald Trump's First Presidential Address to Congress @alternethttp://www.alternet.org/news-amp-politics/fact-checking-donald-trumps-first-presidential-address-congress#.WLcXC5qTIZ8.twitter …,2017-03-01 10:46:44,0,0,837011237724688386,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
101,101,101,101,101,101,Oprah Rethinking Presidential Run After Donald Trump’s Win http://TheTrumpUsa.co.vu/4QE pic.twitter.com/DDcZK6JbE5,2017-03-01 10:44:34,0,0,837010690078486529,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.5859}",0.0900346014637,0.097999132751
102,102,102,102,102,102,"Law dean sees opportunity in rising popularity of lawyers, thanks to Donald Trump: http://www.abajournal.com:80/news/article/law_dean_sees_opportunity_in_rising_popularity_of_lawyers_among_trump_opponabajournal.com/news/article/l …",2017-03-01 10:43:39,0,0,837010460465475584,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8316}",0.0900346014637,0.097999132751
103,103,103,103,103,103,@BraddJaffy @business please run. You could be the Donald Trump of the Democratic party,2017-03-01 10:41:13,0,0,837009848109715456,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.6124}",0.0900346014637,0.097999132751
104,104,104,104,104,104,Christians for Donald Trump #Atheist #Christian #indivisible #StandUpToTrump #standindivisiblehttp://ln.is/www.youtube.com/bIu5L …,2017-03-01 10:37:35,1,0,837008933663477761,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
105,105,105,105,105,105,#Resist #ImpeachTrump #FuckTrump BREAKING: Obama Is Joining the Resistance to STOP Donald Trump. Do You Support... http://ht.ly/h29l509TypR ,2017-03-01 10:34:45,2,0,837008219335688192,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.4466}",0.0900346014637,0.097999132751
106,106,106,106,106,106,I liked a @YouTube video http://youtu.be/LeQ9IKYZkro?a  Body Language: Donald Trump Congressional Speech,2017-03-01 10:34:18,0,0,837008108912279552,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",0.0900346014637,0.097999132751
107,107,107,107,107,107,Fact-checking Donald Trump's first presidential address to Congress - the guardian https://apple.news/AJ0oaKfIOSzuBcZInxDSdBQ …,2017-03-01 10:33:48,0,0,837007980478357505,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
108,108,108,108,108,108,"WATCH – Donald Trump Cuts Nancy Pelosi’s Head Off in Viral Video. I SUPPORT TRUMP.
http://www.angrypatriotmovement.com/trump-cuts-pelosis-head-off-video/ …",2017-03-01 10:32:13,1,0,837007583919521793,"{'neg': 0.125, 'neu': 0.681, 'pos': 0.195, 'compound': 0.3034}",0.0900346014637,0.097999132751
109,109,109,109,109,109,"Oprah Winfrey: If Trump Can Be President, So Can I! https://www.thehollywoodgossip.com/2017/03/oprah-winfrey-if-trump-can-be-president-so-can-i/?utm_source=dlvr.it&utm_medium=twitter … #OprahWinfrey #CelebrityGossip #DonaldTrump",2017-03-01 10:30:38,0,0,837007183770349570,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
110,110,110,110,110,110,Donald Trump’s Obsession With Applause http://viid.me/qbyeDX pic.twitter.com/2z5o0mHNyK,2017-03-01 10:27:46,0,0,837006463407026176,"{'neg': 0.261, 'neu': 0.435, 'pos': 0.304, 'compound': 0.1027}",0.0900346014637,0.097999132751
111,111,111,111,111,111,@TheGoodGodAbove Fantasizing about Donald Trump dying in prison for treason.,2017-03-01 10:24:12,0,0,837005567302352896,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.7351}",0.0900346014637,0.097999132751
112,112,112,112,112,112,Will Donald Trump use CEMEX for his wall?,2017-03-01 10:18:02,1,0,837004012666834944,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0900346014637,0.097999132751
